X,CH1,CH2,Start,Increment,
0,-2.00e-01,-2.00e-01,
1,-4.00e-01,-1.64e-05,
2,-2.00e-01,-1.64e-05,
3,-2.00e-01,-1.64e-05,
4,-4.00e-01,-1.64e-05,
5,-2.00e-01,-2.00e-01,
6,-4.00e-01,-1.64e-05,
7,-4.00e-01,-1.64e-05,
8,-2.00e-01,-1.64e-05,
9,-2.00e-01,-1.64e-05,
10,-2.00e-01,-1.64e-05,
11,-2.00e-01,-1.64e-05,
12,-4.00e-01,-2.00e-01,
13,-2.00e-01,-2.00e-01,
14,-4.00e-01,-1.64e-05,
15,-2.00e-01,-1.64e-05,
16,-2.00e-01,-1.64e-05,
17,-2.00e-01,-2.00e-01,
18,-2.00e-01,-1.64e-05,
19,-2.00e-01,-1.64e-05,
20,-4.00e-01,-1.64e-05,
21,-4.00e-01,-2.00e-01,
22,-4.00e-01,-1.64e-05,
23,-4.00e-01,-1.64e-05,
24,-4.00e-01,-2.00e-01,
25,-2.00e-01,-1.64e-05,
26,-2.00e-01,-1.64e-05,
27,-2.00e-01,-1.64e-05,
28,-4.00e-01,-1.64e-05,
29,-4.00e-01,-2.00e-01,
30,-4.00e-01,-1.64e-05,
31,-2.00e-01,-1.64e-05,
32,-2.00e-01,-1.64e-05,
33,-2.00e-01,-1.64e-05,
34,-4.00e-01,-1.64e-05,
35,-4.00e-01,-1.64e-05,
36,-2.00e-01,-1.64e-05,
37,-4.00e-01,-2.00e-01,
38,-4.00e-01,-1.64e-05,
39,-4.00e-01,-1.64e-05,
40,-2.00e-01,-1.64e-05,
41,-4.00e-01,-1.64e-05,
42,-2.00e-01,-1.64e-05,
43,-2.00e-01,-1.64e-05,
44,-4.00e-01,-1.64e-05,
45,-2.00e-01,-2.00e-01,
46,-2.00e-01,-1.64e-05,
47,-2.00e-01,-1.64e-05,
48,-4.00e-01,-1.64e-05,
49,-4.00e-01,-1.64e-05,
50,-2.00e-01,-1.64e-05,
51,-2.00e-01,2.00e-01,
52,-4.00e-01,-1.64e-05,
53,-4.00e-01,-2.00e-01,
54,-4.00e-01,-1.64e-05,
55,-4.00e-01,-1.64e-05,
56,-2.00e-01,-1.64e-05,
57,-2.00e-01,-2.00e-01,
58,-4.00e-01,-1.64e-05,
59,-2.00e-01,-1.64e-05,
60,-4.00e-01,-1.64e-05,
61,-4.00e-01,-2.00e-01,
62,-4.00e-01,-1.64e-05,
63,-2.00e-01,2.00e-01,
64,-2.00e-01,-2.00e-01,
65,-4.00e-01,-2.00e-01,
66,-2.00e-01,-1.64e-05,
67,-2.00e-01,-1.64e-05,
68,-4.00e-01,-1.64e-05,
69,-4.00e-01,-1.64e-05,
70,-2.00e-01,-1.64e-05,
71,-4.00e-01,2.00e-01,
72,-4.00e-01,-1.64e-05,
73,-2.00e-01,-1.64e-05,
74,-2.00e-01,-1.64e-05,
75,-2.00e-01,-1.64e-05,
76,-4.00e-01,-1.64e-05,
77,-2.00e-01,-2.00e-01,
78,-2.00e-01,-1.64e-05,
79,-4.00e-01,-1.64e-05,
80,-2.00e-01,-1.64e-05,
81,-4.00e-01,-2.00e-01,
82,-4.00e-01,-1.64e-05,
83,-2.00e-01,-1.64e-05,
84,-4.00e-01,-2.00e-01,
85,-4.00e-01,-2.00e-01,
86,-4.00e-01,-1.64e-05,
87,-4.00e-01,-1.64e-05,
88,-2.00e-01,-1.64e-05,
89,-2.00e-01,-1.64e-05,
90,-4.00e-01,-1.64e-05,
91,-4.00e-01,-1.64e-05,
92,-2.00e-01,-1.64e-05,
93,-2.00e-01,-1.64e-05,
94,-4.00e-01,-1.64e-05,
95,-4.00e-01,-1.64e-05,
96,-2.00e-01,-1.64e-05,
97,-2.00e-01,-2.00e-01,
98,-2.00e-01,-1.64e-05,
99,-4.00e-01,-1.64e-05,
100,-4.00e-01,-1.64e-05,
101,-4.00e-01,-2.00e-01,
102,-4.00e-01,-1.64e-05,
103,-4.00e-01,-1.64e-05,
104,-2.00e-01,-1.64e-05,
105,-2.00e-01,-2.00e-01,
106,-4.00e-01,-1.64e-05,
107,-4.00e-01,-1.64e-05,
108,-4.00e-01,-1.64e-05,
109,-4.00e-01,-2.00e-01,
110,-4.00e-01,-1.64e-05,
111,-2.00e-01,-1.64e-05,
112,-2.00e-01,-1.64e-05,
113,-2.00e-01,-2.00e-01,
114,-2.00e-01,-1.64e-05,
115,-2.00e-01,-1.64e-05,
116,-2.00e-01,-1.64e-05,
117,-2.00e-01,-2.00e-01,
118,-4.00e-01,-1.64e-05,
